source	target	weight
50482884	50394873	.93
50482884	51279791	.63
50482884	51125013	.69
50482884	49940813	.71
50482884	51050257	.75
50482884	48152674	.77
50482884	48340392	.67
50482884	49718346	.67
50482884	48121916	.73
50482884	49127834	.76
50482884	49748063	.70
50482884	49839610	.71
50482884	48720833	.54
50482884	49768770	.67
50482884	49836676	.71
48308936	48298910	.21
48308936	51017702	.32
48308936	48563650	.32
48308936	50694881	.32
48308936	48371604	.33
48308936	49017682	.13
48308936	48152008	.54
48308936	50029468	.68
48308936	48640280	.62
48308936	51383618	.12
48308936	50949594	.58
48308936	50722133	.46
48308936	49906437	.56
48308936	49828493	.62
48308936	48104842	.13
48308936	49684857	.22
48308936	49182862	.29
48308936	50644976	.29
48308936	49568073	.31
48308936	49990513	.36
48308936	49370849	.97
48308936	48458334	.67
48308936	49706823	.31
48308936	48910876	.34
48308936	48985780	.18
48308936	48395804	.44
48308936	51685490	.30
48308936	49053215	.13
48308936	52607924	.08
48308936	49617486	.32
48308936	48497358	.33
48594851	48604516	.61
48594851	48380892	.96
48594851	50405977	.62
48594851	50131769	.59
48594851	48246348	.51
48594851	52583886	.96
48594851	48125093	.60
48594851	50026939	.41
48594851	48161526	.68
48594851	53245599	.67
48594851	49730100	.36
48594851	48275494	.49
49188960	48552343	.47
49188960	48094854	.94
49188960	51476300	.70
49188960	48340341	.80
49188960	48932445	.79
49188960	48235169	.65
49188960	48072619	.69
49188960	51146117	.69
49188960	49978705	.79
49188960	49704364	.59
49188960	49745105	.69
49188960	48959098	.77
49188960	51252580	.80
49188960	50421287	.69
49188960	48589141	.75
49188960	49932759	.62
49188960	48304305	.75
49188960	49161120	.93
49188960	48729915	.79
49188960	50284753	.80
49188960	48608894	.78
49188960	52584907	.71
49188960	50807507	.67
49188960	50649853	.99
49188960	51402579	.71
49188960	48477949	.81
49188960	49918479	.68
49188960	49964093	.69
49188960	49433936	.75
49188960	48750199	.73
49188960	48376580	.77
49188960	50655738	.71
49188960	49743961	.68
49188960	48066517	.85
49188960	50394873	.93
49188960	51279791	.63
49188960	51125013	.69
49188960	49940813	.70
49188960	51050257	.75
49188960	48152674	.77
49188960	48340392	.67
49188960	49718346	.66
49188960	48121916	.73
49188960	49127834	.76
49188960	49748063	.70
49188960	49839610	.70
49188960	48720833	.54
49188960	49768770	.66
49188960	49836676	.70
50169576	49984267	.23
50169576	50505042	.24
50169576	49931541	.95
50169576	50193771	.28
50169576	48308826	.79
50169576	50026939	.43
50169576	49796452	.70
50169576	50379839	.28
50169576	50177216	.79
50169576	50690076	.77
50169576	49730100	.37
50169576	49948350	.67
50169576	50387952	.20
50169576	50093144	.45
50169576	49194719	.78
48406628	48552343	.09
48406628	48613992	.81
48406628	49141874	.68
48406628	50140966	.18
48406628	49641293	.42
48406628	51013313	.08
48406628	49572786	.27
48406628	49905882	.07
48406628	49031113	.08
48406628	48521971	.07
48406628	50644976	.11
48406628	48101046	.55
48406628	48228724	.59
48406628	50982408	.15
48406628	48956465	.30
48406628	49030977	.08
48406628	50895806	.28
48406628	48481003	.21
48406628	48714879	.14
48406628	50290197	.07
48406628	48472771	.99
48406628	48248832	.52
48496914	50924901	.68
48496914	48557390	.89
48496914	49899641	.61
48496914	50208642	.60
48496914	49878988	.70
48496914	50437328	.76
48496914	49078286	.61
48496914	50024565	.51
48496914	50572363	.90
48496914	49701587	.69
48496914	50620434	.55
48496914	48493652	.59
48496914	48182912	.92
48496914	51299944	.70
48496914	50415158	.83
48496914	49145250	.92
48496914	50200859	.74
48496914	50328751	.60
48496914	50203241	.76
48496914	48572621	.82
48496914	50720563	.57
48496914	50842115	.53
48496914	48075688	.68
48496914	48668701	.76
48496914	51013313	.63
48496914	48153669	.70
48496914	50221618	.61
48496914	50306603	.92
48496914	50485433	.65
48496914	51096781	.92
48496914	49905882	.48
48496914	49918503	.68
48496914	49031113	.84
48496914	48521971	.64
48496914	48436145	.70
48496914	48802074	.68
48496914	50462402	.80
48496914	49102724	.82
48496914	48092880	.70
48496914	49776562	.62
48496914	48394003	.48
48496914	50228138	.66
48496914	52047548	.67
48496914	49537782	.55
48496914	50192815	.99
48496914	50772529	.63
48496914	51605737	.66
48496914	50270330	.92
48496914	50220854	.67
48496914	48183677	.62
48496914	50222738	.63
48496914	49990513	.18
48496914	48187362	.82
48496914	48579863	.70
48496914	49030977	.84
48496914	50165010	.55
48496914	49148753	.43
48496914	48048299	.92
48496914	51009331	.92
48496914	50232874	.70
48496914	49996456	.22
48496914	48626005	.61
48496914	48184107	.80
48496914	50970446	.82
48496914	48280400	.61
48496914	52607924	.57
48496914	50174584	.57
48496914	53096996	.56
48496914	50013398	.69
48496914	49811177	.75
48496914	48226868	.92
48496914	48100238	.89
48496914	50196282	.01
48496914	50290197	.49
48496914	48970553	.68
48496914	49840152	.86
48496914	50448272	.19
48496914	50333003	.56
50924901	48557390	.71
50924901	49899641	.80
50924901	50208642	.47
50924901	49878988	.95
50924901	50437328	.88
50924901	49078286	.80
50924901	50024565	.64
50924901	50572363	.71
50924901	49701587	.94
50924901	50620434	.70
50924901	48493652	.76
50924901	48182912	.73
50924901	51299944	.96
50924901	50415158	.66
50924901	49145250	.73
50924901	50200859	.84
50924901	50328751	.78
50924901	50203241	.88
50924901	48572621	.64
50924901	50720563	.72
50924901	50842115	.67
50924901	48075688	.93
50924901	48668701	.87
50924901	51013313	.84
50924901	48153669	.96
50924901	50221618	.80
50924901	50306603	.73
50924901	50485433	.51
50924901	51096781	.73
50924901	49905882	.60
50924901	49918503	.93
50924901	49031113	.66
50924901	48521971	.86
50924901	48436145	.95
50924901	48802074	.92
50924901	50462402	.63
50924901	49102724	.65
50924901	48092880	.96
50924901	49776562	.81
50924901	48394003	.59
50924901	50228138	.88
50924901	52047548	.90
50924901	49537782	.70
50924901	50192815	.68
50924901	50772529	.83
50924901	51605737	.88
50924901	50270330	.73
50924901	50220854	.90
50924901	48183677	.82
50924901	50222738	.83
50924901	48187362	.65
50924901	48579863	.96
50924901	49030977	.66
50924901	50165010	.70
50924901	49148753	.51
50924901	48048299	.73
50924901	51009331	.73
50924901	50232874	.96
50924901	49996456	.03
50924901	48626005	.79
50924901	48184107	.63
50924901	50970446	.65
50924901	48280400	.79
50924901	52607924	.73
50924901	50174584	.73
50924901	53096996	.72
50924901	50013398	.94
50924901	49811177	.86
50924901	48226868	.73
50924901	48100238	.71
50924901	50290197	.61
50924901	48970553	.92
50924901	49840152	.60
50924901	50333003	.72
48552343	48094854	.49
48552343	50208642	.15
48552343	51017702	.29
48552343	48613992	.10
48552343	48563650	.29
48552343	51476300	.47
48552343	48340341	.48
48552343	50024565	.19
48552343	48932445	.51
48552343	48235169	.45
48552343	50694881	.29
48552343	48072619	.47
48552343	51146117	.47
48552343	48371604	.29
48552343	49978705	.51
48552343	49704364	.42
48552343	48980380	.30
48552343	49017682	.32
48552343	50842115	.20
48552343	50485433	.16
48552343	49745105	.47
48552343	51383618	.29
48552343	48959098	.50
48552343	51252580	.52
48552343	50421287	.47
48552343	49905882	.26
48552343	49031113	.06
48552343	48104842	.31
48552343	48433783	.31
48552343	48589141	.50
48552343	49932759	.43
48552343	48304305	.49
48552343	49684857	.23
48552343	50644976	.27
48552343	49161120	.48
48552343	48101046	.10
48552343	48729915	.51
48552343	50217075	.33
48552343	49568073	.29
48552343	50284753	.52
48552343	48228724	.10
48552343	48608894	.51
48552343	48394003	.18
48552343	52584907	.48
48552343	50807507	.46
48552343	50649853	.47
48552343	51402579	.47
48552343	50605219	.31
48552343	48477949	.52
48552343	50982408	.45
48552343	49918479	.46
48552343	49964093	.47
48552343	49433936	.49
48552343	48750199	.49
48552343	48956465	.11
48552343	49603939	.35
48552343	49030977	.06
48552343	49148753	.17
48552343	48376580	.50
48552343	48211891	.36
48552343	49706823	.29
48552343	50655738	.47
48552343	49743961	.46
48552343	48066517	.46
48552343	50394873	.48
48552343	51279791	.44
48552343	51125013	.47
48552343	49940813	.47
48552343	48395804	.26
48552343	51050257	.49
48552343	51685490	.28
48552343	51020317	.36
48552343	49053215	.31
48552343	50895806	.42
48552343	48152674	.50
48552343	48340392	.46
48552343	49718346	.45
48552343	49432579	.31
48552343	48121916	.48
48552343	48714879	.43
48552343	49127834	.50
48552343	49617486	.29
48552343	48497358	.29
48552343	50290197	.26
48552343	49930680	.33
48552343	49748063	.47
48552343	49839610	.47
48552343	52390368	.31
48552343	48472771	.09
48552343	48720833	.39
48552343	49768770	.45
48552343	50873764	.33
48552343	49836676	.47
48552343	48248832	.10
48552343	48270127	.35
48557390	49899641	.64
48557390	50208642	.62
48557390	49878988	.73
48557390	50437328	.68
48557390	49078286	.64
48557390	50024565	.53
48557390	50572363	.94
48557390	49701587	.72
48557390	50620434	.57
48557390	48493652	.61
48557390	48182912	.96
48557390	51299944	.73
48557390	50415158	.87
48557390	49145250	.96
48557390	50200859	.66
48557390	50328751	.62
48557390	50203241	.68
48557390	48572621	.85
48557390	50720563	.59
48557390	50842115	.55
48557390	48075688	.72
48557390	48668701	.68
48557390	51013313	.66
48557390	48153669	.73
48557390	50221618	.64
48557390	50306603	.97
48557390	50485433	.67
48557390	51096781	.97
48557390	49905882	.50
48557390	49918503	.72
48557390	49031113	.88
48557390	48521971	.67
48557390	48436145	.73
48557390	48802074	.71
48557390	50462402	.84
48557390	49102724	.85
48557390	48092880	.73
48557390	49776562	.65
48557390	48394003	.50
48557390	50228138	.68
48557390	52047548	.70
48557390	49537782	.57
48557390	50192815	.90
48557390	50772529	.66
48557390	51605737	.68
48557390	50270330	.96
48557390	50220854	.70
48557390	48183677	.65
48557390	50222738	.66
48557390	49990513	.19
48557390	48187362	.86
48557390	48579863	.73
48557390	49030977	.88
48557390	50165010	.57
48557390	49148753	.44
48557390	48048299	.96
48557390	51009331	.96
48557390	50232874	.73
48557390	49996456	.23
48557390	48626005	.63
48557390	48184107	.84
48557390	50970446	.86
48557390	48280400	.63
48557390	49403748	.02
48557390	52607924	.59
48557390	50174584	.59
48557390	53096996	.58
48557390	50013398	.74
48557390	49811177	.68
48557390	48226868	.97
48557390	48100238	.93
48557390	50290197	.51
48557390	48970553	.71
48557390	49840152	.79
48557390	50448272	.19
48557390	50333003	.58
48604516	48380892	.63
48604516	50405977	.77
48604516	50131769	.72
48604516	48246348	.61
48604516	52583886	.63
48604516	48125093	.73
48604516	49650655	.04
48604516	50026939	.47
48604516	48161526	.86
48604516	53245599	.84
48604516	49730100	.40
48604516	48275494	.58
49899641	50208642	.44
49899641	49878988	.83
49899641	50437328	.77
49899641	49078286	.96
49899641	50024565	.58
49899641	50572363	.64
49899641	49701587	.82
49899641	50620434	.63
49899641	48493652	.92
49899641	48182912	.65
49899641	51299944	.83
49899641	50415158	.60
49899641	49145250	.65
49899641	50200859	.74
49899641	50328751	.70
49899641	50203241	.77
49899641	48572621	.77
49899641	50720563	.87
49899641	50842115	.61
49899641	48075688	.81
49899641	48668701	.77
49899641	51013313	.74
49899641	48153669	.83
49899641	50221618	.71
49899641	50306603	.66
49899641	50485433	.47
49899641	51096781	.66
49899641	49905882	.54
49899641	49918503	.81
49899641	49031113	.60
49899641	48521971	.75
49899641	48436145	.83
49899641	48802074	.81
49899641	50462402	.58
49899641	49102724	.77
49899641	48092880	.83
49899641	49776562	.98
49899641	48394003	.54
49899641	50228138	.77
49899641	52047548	.79
49899641	49537782	.63
49899641	50192815	.62
49899641	50772529	.73
49899641	51605737	.77
49899641	50270330	.65
49899641	50220854	.78
49899641	48183677	.73
49899641	50222738	.74
49899641	48187362	.59
49899641	48579863	.83
49899641	49030977	.60
49899641	50165010	.63
49899641	49148753	.47
49899641	48048299	.65
49899641	51009331	.65
49899641	48106625	.14
49899641	50232874	.83
49899641	48626005	.70
49899641	48184107	.76
49899641	50970446	.59
49899641	48280400	.70
49899641	52607924	.66
49899641	50174584	.66
49899641	53096996	.86
49899641	50013398	.82
49899641	49811177	.76
49899641	48226868	.66
49899641	48100238	.64
49899641	50290197	.56
49899641	48970553	.80
49899641	49840152	.55
49899641	50333003	.65
51280090	50782806	.87
51280090	48298910	.67
51280090	52513097	.58
51280090	49523302	.63
51280090	49511200	.57
51280090	49599509	.70
51280090	49405616	.97
51280090	52541525	.67
51280090	49269814	.93
51280090	49512629	.87
51280090	48399005	.80
51280090	49670545	.97
51280090	49631154	.55
51280090	51797219	.67
51280090	51112703	.97
51280090	50151772	.62
51280090	49153215	.72
51280090	49056723	.57
51280090	49518115	.96
51280090	49834694	.81
51280090	49737865	.67
51280090	51125169	.81
51280090	48841742	.66
51280090	48052940	.97
51280090	48351721	.56
51280090	52380615	.94
51280090	49835660	.85
51280090	51450521	.82
51280090	48117511	.49
51280090	49786779	.66
51280090	51080755	.95
51280090	49676155	.60
51280090	50461881	.77
51280090	50089436	.63
51280090	48096905	.52
51280090	49505245	.82
51280090	49891730	.58
51280090	52945041	.59
51280090	49518223	.65
51280090	52470044	.81
51280090	51123197	.82
51280090	52412023	.53
51280090	50146640	.61
51280090	51793345	.72
51280090	50279792	.67
51280090	49280632	.96
51280090	50157690	.76
51280090	50569501	.51
51280090	50313967	.62
51280090	49709023	.63
51280090	50149266	.45
51280090	48462550	.58
51280090	49162538	.79
51280090	49045393	.60
51280090	48406186	.64
51280090	48072438	.62
51280090	51399634	.97
51280090	52790020	.57
51280090	48759022	.67
51280090	49208772	.78
51280090	50782435	.67
51280090	49837344	.89
51280090	49574127	.67
51280090	48071618	.58
51280090	50586177	.55
51280090	49292487	.66
51280090	49990933	.78
51280090	48249633	.96
51280090	50577437	.58
51280090	49171052	.79
51280090	50117626	.97
51280090	49112190	.63
51280090	48709870	.79
50236646	50942353	.46
50236646	50849510	.76
50236646	50217075	.18
50236646	49162667	.31
50236646	50490304	.70
50236646	48714879	.13
50236646	50642308	.33
50236646	48609069	.13
50236646	49930680	.16
50840101	48187964	.29
50840101	48938385	.40
50782806	48298910	.64
50782806	52513097	.55
50782806	49523302	.60
50782806	49511200	.55
50782806	49599509	.67
50782806	49405616	.89
50782806	52541525	.64
50782806	49269814	.87
50782806	49512629	.82
50782806	48399005	.76
50782806	49670545	.90
50782806	49631154	.53
50782806	51797219	.62
50782806	51112703	.90
50782806	50151772	.59
50782806	49153215	.68
50782806	49056723	.55
50782806	49518115	.90
50782806	49834694	.77
50782806	49737865	.64
50782806	51125169	.77
50782806	48841742	.63
50782806	48052940	.90
50782806	48351721	.54
50782806	52380615	.88
50782806	49835660	.80
50782806	51450521	.77
50782806	48117511	.47
50782806	49786779	.63
50782806	51080755	.89
50782806	49676155	.57
50782806	50461881	.80
50782806	50089436	.60
50782806	48096905	.50
50782806	49505245	.77
50782806	49891730	.55
50782806	52945041	.57
50782806	49518223	.62
50782806	52470044	.76
50782806	51123197	.78
50782806	52412023	.51
50782806	50146640	.59
50782806	51793345	.69
50782806	50279792	.64
50782806	49280632	.90
50782806	50157690	.78
50782806	50563407	.04
50782806	50569501	.53
50782806	50313967	.71
50782806	49709023	.60
50782806	50149266	.44
50782806	48462550	.55
50782806	49162538	.75
50782806	49045393	.58
50782806	51685490	.03
50782806	48406186	.61
50782806	48072438	.59
50782806	51399634	.90
50782806	52790020	.55
50782806	48759022	.64
50782806	49208772	.74
50782806	50782435	.63
50782806	49837344	.84
50782806	49574127	.64
50782806	48071618	.55
50782806	50586177	.53
50782806	49292487	.63
50782806	49990933	.74
50782806	48249633	.90
50782806	50577437	.60
50782806	49171052	.75
50782806	50117626	.90
50782806	49112190	.61
50782806	48709870	.75
50782806	50977913	.05
48380892	50405977	.64
48380892	50131769	.61
48380892	48246348	.53
48380892	52583886	1.00
48380892	48125093	.62
48380892	50026939	.42
48380892	48161526	.71
48380892	53245599	.69
48380892	49730100	.36
48380892	48275494	.51
48298910	52513097	.47
48298910	51017702	.17
48298910	48563650	.17
48298910	49523302	.50
48298910	49511200	.46
48298910	50694881	.17
48298910	49599509	.54
48298910	49405616	.68
48298910	52541525	.53
48298910	48371604	.17
48298910	49269814	.67
48298910	49512629	.64
48298910	48399005	.60
48298910	49670545	.69
48298910	49631154	.45
48298910	51797219	.51
48298910	48152008	.30
48298910	51112703	.69
48298910	50151772	.49
48298910	50029468	.24
48298910	49153215	.56
48298910	49056723	.46
48298910	48640280	.23
48298910	49518115	.69
48298910	50949594	.23
48298910	48756550	.07
48298910	49834694	.61
48298910	49737865	.53
48298910	51125169	.61
48298910	50722133	.21
48298910	49906437	.31
48298910	49828493	.23
48298910	48841742	.52
48298910	48052940	.69
48298910	48351721	.45
48298910	49684857	.14
48298910	52380615	.68
48298910	50644976	.16
48298910	49568073	.17
48298910	49835660	.63
48298910	51450521	.61
48298910	48117511	.41
48298910	49786779	.52
48298910	51080755	.68
48298910	49676155	.48
48298910	50461881	.58
48298910	50089436	.50
48298910	48096905	.43
48298910	49505245	.61
48298910	49891730	.47
48298910	49990513	.18
48298910	52945041	.47
48298910	49518223	.51
48298910	49370849	.22
48298910	52470044	.61
48298910	51123197	.62
48298910	48458334	.24
48298910	52412023	.44
48298910	50146640	.49
48298910	51793345	.56
48298910	50279792	.52
48298910	49280632	.69
48298910	49706823	.17
48298910	50157690	.58
48298910	50569501	.42
48298910	50313967	.50
48298910	49709023	.50
48298910	50149266	.38
48298910	48910876	.18
48298910	48395804	.16
48298910	48462550	.47
48298910	49162538	.60
48298910	49045393	.48
48298910	51685490	.17
48298910	48406186	.51
48298910	48072438	.49
48298910	51399634	.69
48298910	52790020	.46
48298910	48759022	.53
48298910	49208772	.59
48298910	50782435	.52
48298910	49617486	.17
48298910	49837344	.65
48298910	49574127	.53
48298910	48071618	.47
48298910	48497358	.17
48298910	50586177	.45
48298910	49292487	.52
48298910	49990933	.59
48298910	48249633	.69
48298910	50577437	.47
48298910	49171052	.60
48298910	50117626	.69
48298910	49112190	.50
48298910	48709870	.60
48403832	49984267	.54
48403832	50505042	.56
48403832	49520858	.86
48403832	48383521	.95
48403832	48158249	.63
48403832	49857232	.85
48403832	49510006	.91
48403832	48986999	.58
48403832	50854359	.83
48403832	49654143	.58
48403832	48264118	.60
48403832	51091539	.81
48403832	50193771	.66
48403832	48204141	.85
48403832	48117511	.27
48403832	50089436	.35
48403832	50121333	.90
48403832	48053904	.68
48403832	53010200	.79
48403832	49088847	.61
48403832	50379839	.66
48403832	49316751	.74
48403832	49709023	.35
48403832	50149266	.25
48403832	52524112	.86
48403832	49752149	.53
48403832	52528693	.75
48403832	50622525	.02
48403832	48072438	.35
48403832	49502600	.84
48403832	49398894	.69
48403832	50387952	.47
48403832	48609069	.65
48403832	50683786	.77
48403832	49507160	.79
48403832	49475177	.56
48403832	53452713	.88
48094854	51476300	.74
48094854	48340341	.76
48094854	48932445	.83
48094854	48235169	.68
48094854	48072619	.73
48094854	51146117	.73
48094854	49978705	.83
48094854	49704364	.62
48094854	49745105	.72
48094854	48959098	.82
48094854	51252580	.85
48094854	50421287	.72
48094854	48589141	.80
48094854	49932759	.65
48094854	48304305	.79
48094854	49161120	.99
48094854	48729915	.83
48094854	50284753	.85
48094854	48608894	.83
48094854	52584907	.75
48094854	50807507	.71
48094854	50649853	.95
48094854	51402579	.74
48094854	48477949	.86
48094854	49918479	.71
48094854	49964093	.72
48094854	49433936	.79
48094854	48750199	.77
48094854	48376580	.82
48094854	50655738	.74
48094854	49743961	.72
48094854	48066517	.90
48094854	50394873	.98
48094854	51279791	.66
48094854	51125013	.72
48094854	49940813	.74
48094854	51050257	.79
48094854	48152674	.81
48094854	48340392	.71
48094854	49718346	.70
48094854	48121916	.77
48094854	49127834	.80
48094854	49748063	.73
48094854	49839610	.74
48094854	48720833	.56
48094854	49768770	.70
48094854	49836676	.74
50014342	49280884	.70
50014342	52945041	.12
50014342	49045393	.07
50208642	49878988	.48
50208642	50437328	.46
50208642	51017702	.19
50208642	48563650	.19
50208642	49078286	.44
50208642	50024565	.67
50208642	50572363	.62
50208642	49701587	.47
50208642	50620434	.51
50208642	48493652	.43
50208642	48182912	.63
50208642	51299944	.48
50208642	50415158	.71
50208642	50694881	.19
50208642	49145250	.63
50208642	50200859	.45
50208642	50328751	.53
50208642	50203241	.46
50208642	48371604	.19
50208642	48572621	.58
50208642	50720563	.51
50208642	48980380	.19
50208642	49017682	.20
50208642	50842115	.69
50208642	48075688	.47
50208642	48668701	.46
50208642	51013313	.45
50208642	48153669	.48
50208642	50221618	.54
50208642	50306603	.63
50208642	50485433	.91
50208642	51383618	.18
50208642	51096781	.63
50208642	49905882	.63
50208642	49918503	.47
50208642	49031113	.59
50208642	48104842	.19
50208642	48521971	.45
50208642	48433783	.19
50208642	48436145	.48
50208642	48802074	.47
50208642	50462402	.58
50208642	49684857	.16
50208642	50644976	.18
50208642	49102724	.58
50208642	48092880	.48
50208642	49776562	.44
50208642	50217075	.20
50208642	49568073	.18
50208642	48394003	.76
50208642	50228138	.46
50208642	50605219	.19
50208642	52047548	.47
50208642	50982408	.19
50208642	49537782	.51
50208642	50192815	.61
50208642	50772529	.55
50208642	51605737	.46
50208642	50270330	.63
50208642	50220854	.46
50208642	48183677	.56
50208642	50222738	.55
50208642	49990513	.13
50208642	48187362	.71
50208642	49603939	.21
50208642	48579863	.48
50208642	49030977	.59
50208642	50165010	.51
50208642	49148753	.57
50208642	48048299	.63
50208642	51009331	.63
50208642	48211891	.21
50208642	49706823	.18
50208642	50232874	.48
50208642	49996456	.15
50208642	48626005	.55
50208642	48184107	.58
50208642	50970446	.70
50208642	48280400	.43
50208642	48395804	.17
50208642	51685490	.18
50208642	51020317	.21
50208642	49053215	.20
50208642	50895806	.18
50208642	52607924	.52
50208642	50174584	.63
50208642	49432579	.19
50208642	53096996	.52
50208642	48714879	.19
50208642	50013398	.48
50208642	49811177	.45
50208642	48226868	.63
50208642	49617486	.19
50208642	48100238	.62
50208642	50196282	.07
50208642	48497358	.19
50208642	50290197	.65
50208642	49930680	.20
50208642	52390368	.19
50208642	48970553	.47
50208642	49840152	.66
50208642	50873764	.20
50208642	50448272	.14
50208642	50333003	.63
50208642	49810580	.08
50208642	48270127	.21
49878988	50437328	.91
49878988	49078286	.83
49878988	50024565	.65
49878988	50572363	.73
49878988	49701587	.98
49878988	50620434	.72
49878988	48493652	.79
49878988	48182912	.75
49878988	51299944	.99
49878988	50415158	.68
49878988	49145250	.75
49878988	50200859	.87
49878988	50328751	.81
49878988	50203241	.91
49878988	48572621	.66
49878988	50720563	.75
49878988	50842115	.69
49878988	48075688	.97
49878988	48668701	.90
49878988	51013313	.87
49878988	48153669	.99
49878988	50221618	.83
49878988	50306603	.75
49878988	50485433	.52
49878988	51096781	.75
49878988	49905882	.61
49878988	49918503	.97
49878988	49031113	.68
49878988	48521971	.89
49878988	48436145	.99
49878988	48802074	.96
49878988	50462402	.65
49878988	49102724	.66
49878988	48092880	.99
49878988	49776562	.84
49878988	48394003	.61
49878988	50228138	.91
49878988	52047548	.94
49878988	49537782	.72
49878988	50192815	.70
49878988	50772529	.86
49878988	51605737	.91
49878988	50270330	.75
49878988	50220854	.93
49878988	48183677	.85
49878988	50222738	.86
49878988	48187362	.67
49878988	48579863	.99
49878988	49030977	.68
49878988	50165010	.72
49878988	49148753	.52
49878988	48048299	.75
49878988	51009331	.75
49878988	50232874	.99
49878988	48626005	.82
49878988	48184107	.65
49878988	50970446	.67
49878988	48280400	.82
49878988	52607924	.76
49878988	50174584	.75
49878988	53096996	.74
49878988	50013398	.98
49878988	49811177	.90
49878988	48226868	.75
49878988	48100238	.73
49878988	50290197	.63
49878988	48970553	.96
49878988	49840152	.62
49878988	50333003	.74
50316693	50620434	.13
50316693	49661521	.33
50316693	50597159	.86
50316693	48980380	.22
50316693	50140966	.31
50316693	48147356	.10
50316693	48228702	.44
50316693	51383618	.19
50316693	50722133	.26
50316693	48433783	.23
50316693	50462402	.11
50316693	49684857	.34
50316693	48195340	.12
50316693	50605219	.21
50316693	50173080	.41
50316693	49537782	.12
50316693	50165010	.12
50316693	49148753	.21
50316693	51279791	.05
50316693	48910876	.53
50316693	48985780	.33
50316693	48280400	.13
50316693	49730100	.07
50316693	49432579	.23
50316693	48147896	.81
50316693	50093144	.32
50316693	50448272	.24
50437328	49078286	.77
50437328	50024565	.62
50437328	50572363	.69
50437328	49701587	.90
50437328	50620434	.68
50437328	48493652	.74
50437328	48182912	.70
50437328	51299944	.91
50437328	50415158	.64
50437328	49145250	.70
50437328	50200859	.95
50437328	50328751	.75
50437328	50203241	1.00
50437328	48572621	.62
50437328	50720563	.70
50437328	50842115	.65
50437328	48075688	.89
50437328	48668701	.99
50437328	51013313	.81
50437328	48153669	.91
50437328	50221618	.77
50437328	50306603	.71
50437328	50485433	.49
50437328	51096781	.71
50437328	49905882	.58
50437328	49918503	.89
50437328	49031113	.64
50437328	48521971	.82
50437328	48436145	.91
50437328	48802074	.89
50437328	50462402	.62
50437328	49102724	.63
50437328	48092880	.91
50437328	49776562	.78
50437328	48394003	.58
50437328	50228138	.84
50437328	52047548	.87
50437328	49537782	.67
50437328	50192815	.77
50437328	50772529	.80
50437328	51605737	.84
50437328	50270330	.70
50437328	50220854	.86
50437328	48183677	.79
50437328	50222738	.80
50437328	48187362	.63
50437328	48579863	.91
50437328	49030977	.64
50437328	50165010	.68
50437328	49148753	.50
50437328	48048299	.70
50437328	51009331	.70
50437328	50232874	.91
50437328	48626005	.76
50437328	48184107	.62
50437328	50970446	.63
50437328	48280400	.76
50437328	52607924	.71
50437328	50174584	.71
50437328	53096996	.69
50437328	50013398	.90
50437328	49811177	.98
50437328	48226868	.71
50437328	48100238	.68
50437328	50290197	.59
50437328	48970553	.88
50437328	49840152	.68
50437328	50333003	.70
52513097	49523302	.80
52513097	49511200	1.00
52513097	49599509	.68
52513097	49405616	.58
52513097	52541525	.85
52513097	49269814	.57
52513097	49512629	.55
52513097	48399005	.52
52513097	49670545	.59
52513097	49631154	.95
52513097	51797219	.82
52513097	51112703	.59
52513097	50151772	.79
52513097	49153215	.70
52513097	49056723	1.00
52513097	49518115	.59
52513097	49834694	.53
52513097	50594507	.25
52513097	49737865	.85
52513097	51125169	.53
52513097	48841742	.83
52513097	48052940	.59
52513097	48351721	.72
52513097	52380615	.58
52513097	49835660	.54
52513097	51450521	.53
52513097	48117511	.64
52513097	49786779	.83
52513097	51080755	.58
52513097	49676155	.77
52513097	50461881	.51
52513097	50089436	.44
52513097	48096905	.90
52513097	49505245	.53
52513097	49891730	1.00
52513097	52945041	.76
52513097	49518223	.82
52513097	52470044	.53
52513097	51123197	.53
52513097	52412023	.92
52513097	50146640	.78
52513097	51793345	.70
52513097	50279792	.84
52513097	49280632	.59
52513097	50157690	.51
52513097	50569501	.88
52513097	50313967	.79
52513097	49709023	.44
52513097	50149266	.60
52513097	49752149	.20
52513097	48462550	1.00
52513097	49162538	.52
52513097	51240223	.26
52513097	49045393	.77
52513097	48406186	.81
52513097	48072438	.44
52513097	51399634	.59
52513097	52790020	.98
52513097	48759022	.85
52513097	49208772	.74
52513097	50782435	.84
52513097	49837344	.56
52513097	49574127	.85
52513097	48071618	.74
52513097	50586177	.71
52513097	49292487	.84
52513097	49990933	.74
52513097	48249633	.59
52513097	50577437	.75
52513097	49171052	.52
52513097	50117626	.59
52513097	49112190	.81
52513097	48709870	.52
51017702	48563650	.97
51017702	50024565	.25
51017702	50694881	.98
51017702	48371604	.99
51017702	48980380	.44
51017702	49017682	.49
51017702	50842115	.26
51017702	48152008	.34
51017702	50029468	.38
51017702	50485433	.20
51017702	48640280	.36
51017702	51383618	.42
51017702	50949594	.35
51017702	50722133	.30
51017702	49906437	.35
51017702	49828493	.36
51017702	49905882	.23
51017702	48104842	.48
51017702	48433783	.47
51017702	49684857	.64
51017702	50644976	.85
51017702	50217075	.52
51017702	49568073	.94
51017702	48394003	.23
51017702	50605219	.48
51017702	50982408	.47
